23.6967 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
24.5745 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013BA6B24F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013BA6B24EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013BA6B24D00>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000013BB5078760>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
24.5748 	EXP 	window1: mouseVisible = True
24.5748 	EXP 	window1: backgroundImage = ''
24.5749 	EXP 	window1: backgroundFit = 'none'
24.5754 	EXP 	window1: mouseVisible = True
24.5759 	EXP 	window1: mouseVisible = True
24.5816 	EXP 	window1: mouseVisible = True
24.5836 	EXP 	window1: mouseVisible = True
24.7268 	EXP 	window1: mouseVisible = True
24.7273 	EXP 	window1: mouseVisible = True
24.7297 	EXP 	window1: mouseVisible = True
24.7326 	EXP 	window1: mouseVisible = True
24.7785 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
24.7786 	EXP 	window1: recordFrameIntervals = False
25.0897 	EXP 	window1: recordFrameIntervals = True
25.2736 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
25.2737 	EXP 	window1: recordFrameIntervals = False
25.2739 	EXP 	window1: mouseVisible = False
29.9484 	EXP 	bci_racingteam: status = STARTED
29.9496 	EXP 	window1: mouseVisible = True
30.0693 	EXP 	Created text_pre_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_pre_run', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press any key to start ...', units='height', win=Window(...), wrapWidth=1)
30.0698 	EXP 	window1: mouseVisible = True
30.0792 	EXP 	Created hor_line_precue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='hor_line_precue', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.0796 	EXP 	window1: mouseVisible = True
30.0880 	EXP 	Created ver_line_precue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='ver_line_precue', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.0884 	EXP 	window1: mouseVisible = True
30.0969 	EXP 	Created hor_line_cue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='hor_line_cue', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.0973 	EXP 	window1: mouseVisible = True
30.1055 	EXP 	Created ver_line_cue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='ver_line_cue', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.1059 	EXP 	window1: mouseVisible = True
30.1178 	EXP 	Created image_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
30.1181 	EXP 	window1: mouseVisible = True
30.1283 	EXP 	Created image_mi = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_mi', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
30.1286 	EXP 	window1: mouseVisible = True
30.1335 	EXP 	Created text_pause = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_pause', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.1337 	EXP 	window1: mouseVisible = True
30.1494 	EXP 	Created text_post_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_post_run', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='End\n', units='height', win=Window(...), wrapWidth=1)
0.0400 	EXP 	text_pre_run: autoDraw = True
1.0057 	EXP 	Imported classes.xlsx as conditions, 2 conditions, 2 params
1.0067 	EXP 	Created sequence: fullRandom, trialTypes=2, nReps=2, seed=None
1.0072 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/hand.png', 'class_mi': 'hand'}
1.0132 	DATA 	Keypress: space
1.0232 	EXP 	text_pre_run: autoDraw = False
1.0232 	EXP 	hor_line_precue: autoDraw = True
1.0232 	EXP 	ver_line_precue: autoDraw = True
2.0899 	EXP 	hor_line_precue: autoDraw = False
2.0899 	EXP 	ver_line_precue: autoDraw = False
2.0899 	EXP 	hor_line_precue: autoDraw = False
2.0899 	EXP 	ver_line_precue: autoDraw = False
2.0899 	EXP 	image_cue: image = 'pics/hand.png'
2.0899 	EXP 	hor_line_cue: autoDraw = True
2.0899 	EXP 	ver_line_cue: autoDraw = True
2.0899 	EXP 	image_cue: autoDraw = True
3.1398 	EXP 	hor_line_cue: autoDraw = False
3.1398 	EXP 	ver_line_cue: autoDraw = False
3.1398 	EXP 	image_cue: autoDraw = False
3.1398 	EXP 	hor_line_cue: autoDraw = False
3.1398 	EXP 	ver_line_cue: autoDraw = False
3.1398 	EXP 	image_cue: autoDraw = False
3.1398 	EXP 	image_mi: image = 'pics/hand.png'
3.1398 	EXP 	image_mi: autoDraw = True
7.1397 	EXP 	image_mi: autoDraw = False
7.1397 	EXP 	image_mi: autoDraw = False
7.1397 	EXP 	text_pause: autoDraw = True
11.1244 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/foot.png', 'class_mi': 'foot'}
11.1397 	EXP 	text_pause: autoDraw = False
11.1397 	EXP 	text_pause: autoDraw = False
11.1397 	EXP 	hor_line_precue: autoDraw = True
11.1397 	EXP 	ver_line_precue: autoDraw = True
12.2063 	EXP 	hor_line_precue: autoDraw = False
12.2063 	EXP 	ver_line_precue: autoDraw = False
12.2063 	EXP 	hor_line_precue: autoDraw = False
12.2063 	EXP 	ver_line_precue: autoDraw = False
12.2063 	EXP 	image_cue: image = 'pics/foot.png'
12.2063 	EXP 	hor_line_cue: autoDraw = True
12.2063 	EXP 	ver_line_cue: autoDraw = True
12.2063 	EXP 	image_cue: autoDraw = True
13.2563 	EXP 	hor_line_cue: autoDraw = False
13.2563 	EXP 	ver_line_cue: autoDraw = False
13.2563 	EXP 	image_cue: autoDraw = False
13.2563 	EXP 	hor_line_cue: autoDraw = False
13.2563 	EXP 	ver_line_cue: autoDraw = False
13.2563 	EXP 	image_cue: autoDraw = False
13.2563 	EXP 	image_mi: image = 'pics/foot.png'
13.2563 	EXP 	image_mi: autoDraw = True
17.2562 	EXP 	image_mi: autoDraw = False
17.2562 	EXP 	image_mi: autoDraw = False
17.2562 	EXP 	text_pause: autoDraw = True
21.2408 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/hand.png', 'class_mi': 'hand'}
21.2560 	EXP 	text_pause: autoDraw = False
21.2560 	EXP 	text_pause: autoDraw = False
21.2560 	EXP 	hor_line_precue: autoDraw = True
21.2560 	EXP 	ver_line_precue: autoDraw = True
22.3061 	EXP 	hor_line_precue: autoDraw = False
