10.6974 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
11.3863 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A28A204BB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A28A204B50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A28A2049A0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A2988B8400>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.3866 	EXP 	window1: mouseVisible = True
11.3866 	EXP 	window1: backgroundImage = ''
11.3866 	EXP 	window1: backgroundFit = 'none'
11.3871 	EXP 	window1: mouseVisible = True
11.3876 	EXP 	window1: mouseVisible = True
11.3932 	EXP 	window1: mouseVisible = True
11.3968 	EXP 	window1: mouseVisible = True
11.5571 	EXP 	window1: mouseVisible = True
11.5575 	EXP 	window1: mouseVisible = True
11.5600 	EXP 	window1: mouseVisible = True
11.5628 	EXP 	window1: mouseVisible = True
11.6031 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.6032 	EXP 	window1: recordFrameIntervals = False
11.8800 	EXP 	window1: recordFrameIntervals = True
12.0637 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
12.0637 	EXP 	window1: recordFrameIntervals = False
12.0640 	EXP 	window1: mouseVisible = False
16.1907 	EXP 	bci_racingteam: status = STARTED
16.1919 	EXP 	window1: mouseVisible = True
16.3220 	EXP 	Created text_pre_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_pre_run', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press any key to start ...', units='height', win=Window(...), wrapWidth=1)
16.3223 	EXP 	window1: mouseVisible = True
